paper_id,path,title,source,file_name,destination_path
682307206b14c60a149744be42d6333e42ad4b00,downloaded_papers\Differential_modulation_of_feedforward_inhibition_682307206b14c60a149744be42d6333e42ad4b00.pdf,Differential modulation of feedforward inhibition reflects topographic organization in the olfactory system,downloaded_existing,Differential_modulation_of_feedforward_inhibition_682307206b14c60a149744be42d6333e42ad4b00.pdf,downloaded_papers\Differential_modulation_of_feedforward_inhibition_682307206b14c60a149744be42d6333e42ad4b00.pdf
0f3380db5f3d5af79db860ef5d43c541285a444d,downloaded_papers\Differential_dopaminergic_modulation_of_the_antenn_0f3380db5f3d5af79db860ef5d43c541285a444d.pdf,Differential dopaminergic modulation of the antennal lobe of Drosophila melanogaster,downloaded_existing,Differential_dopaminergic_modulation_of_the_antenn_0f3380db5f3d5af79db860ef5d43c541285a444d.pdf,downloaded_papers\Differential_dopaminergic_modulation_of_the_antenn_0f3380db5f3d5af79db860ef5d43c541285a444d.pdf
22ca66788d5a0465701ce68356491050c789e15f,C:\Users\44745\Zotero\storage\MGMCYDC5\Lizbinski et al. - 2025 - Sensory processing reformats odor coding around valence and dynamics.pdf,Sensory processing reformats odor coding around valence and dynamics,local,Lizbinski et al. - 2025 - Sensory processing reformats odor coding around valence and dynamics.pdf,downloaded_papers\Lizbinski et al. - 2025 - Sensory processing reformats odor coding around valence and dynamics.pdf
9ee59b7113ffc1e6ab9057924ad5d91b20a39364,downloaded_papers\Ascending_nociceptive_pathways_drive_rapid_escape_9ee59b7113ffc1e6ab9057924ad5d91b20a39364.pdf,Ascending nociceptive pathways drive rapid escape and sustained avoidance in adult Drosophila,downloaded_existing,Ascending_nociceptive_pathways_drive_rapid_escape_9ee59b7113ffc1e6ab9057924ad5d91b20a39364.pdf,downloaded_papers\Ascending_nociceptive_pathways_drive_rapid_escape_9ee59b7113ffc1e6ab9057924ad5d91b20a39364.pdf
bdb032d6601d88bf7c43d2569e582d99d63551fa,downloaded_papers\A_neural_circuit_for_contextdependent_multimodal_s_d85e58d7fa6c0b3f35124cc5ee0759d7c2511bfc.pdf,A neural circuit for context-dependent multimodal signaling in Drosophila,local,A_neural_circuit_for_contextdependent_multimodal_s_d85e58d7fa6c0b3f35124cc5ee0759d7c2511bfc.pdf,downloaded_papers\A_neural_circuit_for_contextdependent_multimodal_s_d85e58d7fa6c0b3f35124cc5ee0759d7c2511bfc.pdf
bfe8293fefe9055e1389c3fd68841c62de70ca63,C:\Users\44745\Zotero\storage\F59PNCYX\Scholz-Carlson et al. - 2025 - Synaptic targets of circadian clock neurons influence core clock parameters.pdf,Synaptic targets of circadian clock neurons influence core clock parameters,local,Scholz-Carlson et al. - 2025 - Synaptic targets of circadian clock neurons influence core clock parameters.pdf,downloaded_papers\Scholz-Carlson et al. - 2025 - Synaptic targets of circadian clock neurons influence core clock parameters.pdf
a50c57f4c04c585e44160029b2fc6bc00820631f,downloaded_papers\SIFa_peptidergic_neurons_orchestrate_the_internal_a50c57f4c04c585e44160029b2fc6bc00820631f.pdf,SIFa peptidergic neurons orchestrate the internal states and energy balance of male Drosophila melanogaster,downloaded_existing,SIFa_peptidergic_neurons_orchestrate_the_internal_a50c57f4c04c585e44160029b2fc6bc00820631f.pdf,downloaded_papers\SIFa_peptidergic_neurons_orchestrate_the_internal_a50c57f4c04c585e44160029b2fc6bc00820631f.pdf
90190b9812dbedeaf48bee36a1064cf6e3481db7,C:\Users\44745\Zotero\storage\SJLGYBVY\Shomar et al. - 2025 - Visual circuitry for distance estimation in Drosophila.pdf,Visual circuitry for distance estimation in Drosophila.,local,Shomar et al. - 2025 - Visual circuitry for distance estimation in Drosophila.pdf,downloaded_papers\Shomar et al. - 2025 - Visual circuitry for distance estimation in Drosophila.pdf
66aa94b5f69cbbf42fe25473c0e097285ab3d811,downloaded_papers\Typespecific_molecular_signaling_architectures_and_66aa94b5f69cbbf42fe25473c0e097285ab3d811.pdf,Type-specific molecular signaling architectures and synaptic plasticity of Drosophila olfactory sensory neurons,downloaded_existing,Typespecific_molecular_signaling_architectures_and_66aa94b5f69cbbf42fe25473c0e097285ab3d811.pdf,downloaded_papers\Typespecific_molecular_signaling_architectures_and_66aa94b5f69cbbf42fe25473c0e097285ab3d811.pdf
2af701b8aa0962ea049c98f7cb69292137c60112,C:\Users\44745\Zotero\storage\CB6FVX3I\Tastekin et al. - 2025 - Connectomics Reveals a Feed-Forward Swallowing Circuit Driving Protein Appetite.pdf,Connectomics Reveals a Feed-Forward Swallowing Circuit Driving Protein Appetite,local,Tastekin et al. - 2025 - Connectomics Reveals a Feed-Forward Swallowing Circuit Driving Protein Appetite.pdf,downloaded_papers\Tastekin et al. - 2025 - Connectomics Reveals a Feed-Forward Swallowing Circuit Driving Protein Appetite.pdf
897b6d74faaf366992b4ce31817cc08a4a57b442,downloaded_papers\Antidiuretic_hormone_ITP_signals_via_a_guanylate_c_897b6d74faaf366992b4ce31817cc08a4a57b442.pdf,Anti-diuretic hormone ITP signals via a guanylate cyclase receptor to modulate systemic homeostasis in Drosophila,local,Antidiuretic_hormone_ITP_signals_via_a_guanylate_c_897b6d74faaf366992b4ce31817cc08a4a57b442.pdf,downloaded_papers\Antidiuretic_hormone_ITP_signals_via_a_guanylate_c_897b6d74faaf366992b4ce31817cc08a4a57b442.pdf
efec30652336bf312b43db3d5196b86bbabd3589,downloaded_papers\Social_experience_shapes_fighting_strategies_in_Dr_efec30652336bf312b43db3d5196b86bbabd3589.pdf,Social experience shapes fighting strategies in Drosophila,downloaded_existing,Social_experience_shapes_fighting_strategies_in_Dr_efec30652336bf312b43db3d5196b86bbabd3589.pdf,downloaded_papers\Social_experience_shapes_fighting_strategies_in_Dr_efec30652336bf312b43db3d5196b86bbabd3589.pdf
7c0e1947b22884a4448534311122b3efb74f9335,downloaded_papers\Neurontoglia_signaling_drives_critical_period_expe_7c0e1947b22884a4448534311122b3efb74f9335.pdf,Neuron-to-glia signaling drives critical period experience-dependent synapse pruning,downloaded_existing,Neurontoglia_signaling_drives_critical_period_expe_7c0e1947b22884a4448534311122b3efb74f9335.pdf,downloaded_papers\Neurontoglia_signaling_drives_critical_period_expe_7c0e1947b22884a4448534311122b3efb74f9335.pdf
b13eeb0777dceae285c5580bd15f9c8217453336,downloaded_papers\A_Single_NPFR_Neuropeptide_F_Receptor_Neuron_That_b13eeb0777dceae285c5580bd15f9c8217453336.pdf,A Single NPFR Neuropeptide F Receptor Neuron That Regulates Thirst Behaviors in Drosophila,downloaded_existing,A_Single_NPFR_Neuropeptide_F_Receptor_Neuron_That_b13eeb0777dceae285c5580bd15f9c8217453336.pdf,downloaded_papers\A_Single_NPFR_Neuropeptide_F_Receptor_Neuron_That_b13eeb0777dceae285c5580bd15f9c8217453336.pdf
53d3fd37ed82e22d396524e8f0d622f9c0caf919,downloaded_papers\Molecular_gradients_shape_synaptic_specificity_of_53d3fd37ed82e22d396524e8f0d622f9c0caf919.pdf,Molecular gradients shape synaptic specificity of a visuomotor transformation,downloaded_existing,Molecular_gradients_shape_synaptic_specificity_of_53d3fd37ed82e22d396524e8f0d622f9c0caf919.pdf,downloaded_papers\Molecular_gradients_shape_synaptic_specificity_of_53d3fd37ed82e22d396524e8f0d622f9c0caf919.pdf
2545716b553d932544d3be9ffe9c3e9fc28f8a3e,downloaded_papers\Dual_roles_of_Drosophila_rewardencoding_dopamine_n_2545716b553d932544d3be9ffe9c3e9fc28f8a3e.pdf,Dual roles of Drosophila reward-encoding dopamine neurons in regulating innate and learned behaviors,downloaded_existing,Dual_roles_of_Drosophila_rewardencoding_dopamine_n_2545716b553d932544d3be9ffe9c3e9fc28f8a3e.pdf,downloaded_papers\Dual_roles_of_Drosophila_rewardencoding_dopamine_n_2545716b553d932544d3be9ffe9c3e9fc28f8a3e.pdf
ad566b8679444a9880376f2fe769babe17715162,downloaded_papers\Divergent_neural_circuits_for_proprioceptive_and_e_c52b5c6fe596a887129e3d07879d01a4ac6d0afd.pdf,Divergent neural circuits for proprioceptive and exteroceptive sensing of the Drosophila leg,local,Divergent_neural_circuits_for_proprioceptive_and_e_c52b5c6fe596a887129e3d07879d01a4ac6d0afd.pdf,downloaded_papers\Divergent_neural_circuits_for_proprioceptive_and_e_c52b5c6fe596a887129e3d07879d01a4ac6d0afd.pdf
ac59debc7d0f9411cbc934202195760d7caa1d32,C:\Users\44745\Zotero\storage\TQFQGWUP\Erginkaya et al. - 2023 - A competitive disinhibitory network for robust opt.pdf,A competitive disinhibitory network for robust optic flow processing in Drosophila,local,Erginkaya et al. - 2023 - A competitive disinhibitory network for robust opt.pdf,downloaded_papers\Erginkaya et al. - 2023 - A competitive disinhibitory network for robust opt.pdf
fed305efe2a54a3f8a8ce0cfa748430993546225,downloaded_papers\Distinct_systemic_impacts_of_A42_and_Tau_revealed_fed305efe2a54a3f8a8ce0cfa748430993546225.pdf,Distinct systemic impacts of Aβ42 and Tau revealed by whole-organism snRNA-seq.,downloaded_existing,Distinct_systemic_impacts_of_A42_and_Tau_revealed_fed305efe2a54a3f8a8ce0cfa748430993546225.pdf,downloaded_papers\Distinct_systemic_impacts_of_A42_and_Tau_revealed_fed305efe2a54a3f8a8ce0cfa748430993546225.pdf
e8dbe522b465ee34788d12384a7ae6dab6ce9060,C:\Users\44745\Zotero\storage\Y9QIFWUK\Collie et al. - 2025 - Specialized parallel pathways for adaptive control.pdf,Specialized parallel pathways for adaptive control of visual object pursuit,local,Collie et al. - 2025 - Specialized parallel pathways for adaptive control.pdf,downloaded_papers\Collie et al. - 2025 - Specialized parallel pathways for adaptive control.pdf
e527a5d586929eeef866183affaf83caabf3de88,downloaded_papers\Cell_typespecific_driver_lines_targeting_the_Droso_7d3ce5afe30bb25376893c33842128f9650ceec9.pdf,Cell type-specific driver lines targeting the Drosophila central complex and their use to investigate neuropeptide expression and sleep regulation,local,Cell_typespecific_driver_lines_targeting_the_Droso_7d3ce5afe30bb25376893c33842128f9650ceec9.pdf,downloaded_papers\Cell_typespecific_driver_lines_targeting_the_Droso_7d3ce5afe30bb25376893c33842128f9650ceec9.pdf
a6fe75db78374633d4134176a82396b4446d2a61,downloaded_papers\Functional_dissection_of_a_neuronal_brain_circuit_a6fe75db78374633d4134176a82396b4446d2a61.pdf,Functional dissection of a neuronal brain circuit mediating higher-order associative learning.,downloaded_existing,Functional_dissection_of_a_neuronal_brain_circuit_a6fe75db78374633d4134176a82396b4446d2a61.pdf,downloaded_papers\Functional_dissection_of_a_neuronal_brain_circuit_a6fe75db78374633d4134176a82396b4446d2a61.pdf
bd84454af43eb93901e4449638d264ba7f127c0f,downloaded_papers\Regulation_of_predawn_arousal_in_Drosophila_by_a_p_bd84454af43eb93901e4449638d264ba7f127c0f.pdf,Regulation of pre-dawn arousal in Drosophila by a pair of trissinergic descending neurons of the visual and circadian networks.,downloaded_existing,Regulation_of_predawn_arousal_in_Drosophila_by_a_p_bd84454af43eb93901e4449638d264ba7f127c0f.pdf,downloaded_papers\Regulation_of_predawn_arousal_in_Drosophila_by_a_p_bd84454af43eb93901e4449638d264ba7f127c0f.pdf
464557a65e4ea9d4b32a19dd908cbbd1f0207e0a,C:\Users\44745\Zotero\storage\ZRMVNGNA\Buchsbaum and Schnell - 2025 - Activity of a descending neuron associated with visually elicited flight saccades in Drosophila.pdf,Activity of a descending neuron associated with visually elicited flight saccades in Drosophila.,local,Buchsbaum and Schnell - 2025 - Activity of a descending neuron associated with visually elicited flight saccades in Drosophila.pdf,downloaded_papers\Buchsbaum and Schnell - 2025 - Activity of a descending neuron associated with visually elicited flight saccades in Drosophila.pdf
7bf6dbd0bbc3f1314d3bbfd463b024c120b4ac4a,downloaded_papers\Social_state_alters_vision_using_three_circuit_mec_7bf6dbd0bbc3f1314d3bbfd463b024c120b4ac4a.pdf,Social state alters vision using three circuit mechanisms in Drosophila,local,Social_state_alters_vision_using_three_circuit_mec_7bf6dbd0bbc3f1314d3bbfd463b024c120b4ac4a.pdf,downloaded_papers\Social_state_alters_vision_using_three_circuit_mec_7bf6dbd0bbc3f1314d3bbfd463b024c120b4ac4a.pdf
a090c93077542c414480ef58ab7853b8e163391b,downloaded_papers\Synaptic_enrichment_and_dynamic_regulation_of_the_a090c93077542c414480ef58ab7853b8e163391b.pdf,Synaptic enrichment and dynamic regulation of the two opposing dopamine receptors within the same neurons,downloaded_existing,Synaptic_enrichment_and_dynamic_regulation_of_the_a090c93077542c414480ef58ab7853b8e163391b.pdf,downloaded_papers\Synaptic_enrichment_and_dynamic_regulation_of_the_a090c93077542c414480ef58ab7853b8e163391b.pdf
e84359b18d597f9282d7dc8188ead1bab3e80d70,C:\Users\44745\Zotero\storage\IX3DQ9ES\Garner et al. - 2024 - Connectomic reconstruction predicts visual feature.pdf,Connectomic reconstruction predicts visual features used for navigation,local,Garner et al. - 2024 - Connectomic reconstruction predicts visual feature.pdf,downloaded_papers\Garner et al. - 2024 - Connectomic reconstruction predicts visual feature.pdf
1151325c644346dfb9ea0f29af1c48b7d054166f,downloaded_papers\Functional_imaging_and_connectome_analyses_reveal_1151325c644346dfb9ea0f29af1c48b7d054166f.pdf,Functional imaging and connectome analyses reveal organizing principles of taste circuits in Drosophila,local,Functional_imaging_and_connectome_analyses_reveal_1151325c644346dfb9ea0f29af1c48b7d054166f.pdf,downloaded_papers\Functional_imaging_and_connectome_analyses_reveal_1151325c644346dfb9ea0f29af1c48b7d054166f.pdf
df96744c1b9c56b2d5baad6f497c0433d8a9ebc9,downloaded_papers\Columnar_cholinergic_neurotransmission_onto_T5_cel_df96744c1b9c56b2d5baad6f497c0433d8a9ebc9.pdf,Columnar cholinergic neurotransmission onto T5 cells of Drosophila,local,Columnar_cholinergic_neurotransmission_onto_T5_cel_df96744c1b9c56b2d5baad6f497c0433d8a9ebc9.pdf,downloaded_papers\Columnar_cholinergic_neurotransmission_onto_T5_cel_df96744c1b9c56b2d5baad6f497c0433d8a9ebc9.pdf
cbf58c6dff5e3a8f443d9c0666b8ed0100ad478a,C:\Users\44745\Zotero\storage\D2JT6Y9H\Sapkal et al. - 2024 - Neural circuit mechanisms underlying context-speci.pdf,Neural circuit mechanisms underlying context-specific halting in Drosophila,local,Sapkal et al. - 2024 - Neural circuit mechanisms underlying context-speci.pdf,downloaded_papers\Sapkal et al. - 2024 - Neural circuit mechanisms underlying context-speci.pdf
be7273c5de6b9d52babff6cbbbae15d20d06ba51,downloaded_papers\Comparative_connectomics_of_the_descending_and_asc_be7273c5de6b9d52babff6cbbbae15d20d06ba51.pdf,Comparative connectomics of the descending and ascending neurons of the Drosophila nervous system: stereotypy and sexual dimorphism,local,Comparative_connectomics_of_the_descending_and_asc_be7273c5de6b9d52babff6cbbbae15d20d06ba51.pdf,downloaded_papers\Comparative_connectomics_of_the_descending_and_asc_be7273c5de6b9d52babff6cbbbae15d20d06ba51.pdf
f06c1d852ce9ba49aeb486292e406a216b8755a3,downloaded_papers\Asymmetric_activity_of_NetrinB_controls_laterality_f06c1d852ce9ba49aeb486292e406a216b8755a3.pdf,Asymmetric activity of NetrinB controls laterality of the Drosophila brain,local,Asymmetric_activity_of_NetrinB_controls_laterality_f06c1d852ce9ba49aeb486292e406a216b8755a3.pdf,downloaded_papers\Asymmetric_activity_of_NetrinB_controls_laterality_f06c1d852ce9ba49aeb486292e406a216b8755a3.pdf
3507012c28541365a9cd173d52c6079666baf71a,downloaded_papers\Somatotopic_organization_among_parallel_sensory_pa_3507012c28541365a9cd173d52c6079666baf71a.pdf,Somatotopic organization among parallel sensory pathways that promote a grooming sequence in Drosophila,downloaded_existing,Somatotopic_organization_among_parallel_sensory_pa_3507012c28541365a9cd173d52c6079666baf71a.pdf,downloaded_papers\Somatotopic_organization_among_parallel_sensory_pa_3507012c28541365a9cd173d52c6079666baf71a.pdf
0247a960c117ec432f8e52d8c96f3dd46bd742bd,downloaded_papers\Hacking_brain_development_to_test_models_of_sensor_0247a960c117ec432f8e52d8c96f3dd46bd742bd.pdf,Hacking brain development to test models of sensory coding,local,Hacking_brain_development_to_test_models_of_sensor_0247a960c117ec432f8e52d8c96f3dd46bd742bd.pdf,downloaded_papers\Hacking_brain_development_to_test_models_of_sensor_0247a960c117ec432f8e52d8c96f3dd46bd742bd.pdf
cb1faf7fac373e7d71d2d09c56f1b5df39a09da6,downloaded_papers\Neuronal_circuits_integrating_visual_motion_inform_cb1faf7fac373e7d71d2d09c56f1b5df39a09da6.pdf,Neuronal circuits integrating visual motion information in Drosophila,local,Neuronal_circuits_integrating_visual_motion_inform_cb1faf7fac373e7d71d2d09c56f1b5df39a09da6.pdf,downloaded_papers\Neuronal_circuits_integrating_visual_motion_inform_cb1faf7fac373e7d71d2d09c56f1b5df39a09da6.pdf
e1601a035095fcc2ef4bf69884058f6b81698354,C:\Users\44745\Zotero\storage\I6AVE9S3\Morimoto et al. - 2020 - Spatial readout of visual looming in the central brain of Drosophila.pdf,Spatial readout of visual looming in the central brain of Drosophila,local,Morimoto et al. - 2020 - Spatial readout of visual looming in the central brain of Drosophila.pdf,downloaded_papers\Morimoto et al. - 2020 - Spatial readout of visual looming in the central brain of Drosophila.pdf
4a95aff07300201331f2963d7bcf30d0bfc57c90,C:\Users\44745\Zotero\storage\IPGEY5BF\Hampel et al. - 2020 - Distinct subpopulations of mechanosensory chordoto.pdf,Distinct subpopulations of mechanosensory chordotonal organ neurons elicit grooming of the fruit fly antennae,local,Hampel et al. - 2020 - Distinct subpopulations of mechanosensory chordoto.pdf,downloaded_papers\Hampel et al. - 2020 - Distinct subpopulations of mechanosensory chordoto.pdf
8e453cde20bc1cc3486f43b46b6fbab93cda9959,downloaded_papers\A_connectome_of_a_learning_and_memory_center_in_th_8e453cde20bc1cc3486f43b46b6fbab93cda9959.pdf,A connectome of a learning and memory center in the adult Drosophila brain,local,A_connectome_of_a_learning_and_memory_center_in_th_8e453cde20bc1cc3486f43b46b6fbab93cda9959.pdf,downloaded_papers\A_connectome_of_a_learning_and_memory_center_in_th_8e453cde20bc1cc3486f43b46b6fbab93cda9959.pdf
26d9bd021d400bd7b88fdc5d711f4c001cd3cd63,downloaded_papers\Visual_projection_neurons_in_the_Drosophila_lobula_26d9bd021d400bd7b88fdc5d711f4c001cd3cd63.pdf,Visual projection neurons in the Drosophila lobula link feature detection to distinct behavioral programs,local,Visual_projection_neurons_in_the_Drosophila_lobula_26d9bd021d400bd7b88fdc5d711f4c001cd3cd63.pdf,downloaded_papers\Visual_projection_neurons_in_the_Drosophila_lobula_26d9bd021d400bd7b88fdc5d711f4c001cd3cd63.pdf
42791e105af37aab7d2e3144e23619e3731bfa0a,C:\Users\44745\Zotero\storage\W5XZJ2SG\Seelig and Jayaraman - 2015 - Neural dynamics for landmark orientation and angular path integration.pdf,Neural dynamics for landmark orientation and angular path integration,local,Seelig and Jayaraman - 2015 - Neural dynamics for landmark orientation and angular path integration.pdf,downloaded_papers\Seelig and Jayaraman - 2015 - Neural dynamics for landmark orientation and angular path integration.pdf
bb5e82669c9ab441d88e50ba5dc84b093ded9a6c,downloaded_papers\The_GABAergic_anterior_paired_lateral_neuron_suppr_bb5e82669c9ab441d88e50ba5dc84b093ded9a6c.pdf,The GABAergic anterior paired lateral neuron suppresses and is suppressed by olfactory learning,local,The_GABAergic_anterior_paired_lateral_neuron_suppr_bb5e82669c9ab441d88e50ba5dc84b093ded9a6c.pdf,downloaded_papers\The_GABAergic_anterior_paired_lateral_neuron_suppr_bb5e82669c9ab441d88e50ba5dc84b093ded9a6c.pdf
0af2b50ac767a6fc11eee2db6b496e9d952a06fe,downloaded_papers\Ginsenoside_Re_binds_Drp1_Leu94_across_species_to_0af2b50ac767a6fc11eee2db6b496e9d952a06fe.pdf,Ginsenoside Re binds Drp1 Leu94 across species to restore mitochondrial homeostasis via Atg1/ULK1-dependent fission-mitophagy coupling in age-related degeneration.,downloaded_existing,Ginsenoside_Re_binds_Drp1_Leu94_across_species_to_0af2b50ac767a6fc11eee2db6b496e9d952a06fe.pdf,downloaded_papers\Ginsenoside_Re_binds_Drp1_Leu94_across_species_to_0af2b50ac767a6fc11eee2db6b496e9d952a06fe.pdf
2275b7f3e2c5bf9bf74db7c18920d780b6f32222,downloaded_papers\From_perception_to_valence_a_pair_of_interneurons_2275b7f3e2c5bf9bf74db7c18920d780b6f32222.pdf,From perception to valence: a pair of interneurons that assign positive valence to sweet sensation in Drosophila,downloaded_existing,From_perception_to_valence_a_pair_of_interneurons_2275b7f3e2c5bf9bf74db7c18920d780b6f32222.pdf,downloaded_papers\From_perception_to_valence_a_pair_of_interneurons_2275b7f3e2c5bf9bf74db7c18920d780b6f32222.pdf
5c13a0f9c896d6942272dd22f1fb5193a32ef037,downloaded_papers\Hunger_Recruits_a_Parallel_Circuit_Encoding_Alcoho_5c13a0f9c896d6942272dd22f1fb5193a32ef037.pdf,Hunger Recruits a Parallel Circuit Encoding Alcohol Reward,downloaded_existing,Hunger_Recruits_a_Parallel_Circuit_Encoding_Alcoho_5c13a0f9c896d6942272dd22f1fb5193a32ef037.pdf,downloaded_papers\Hunger_Recruits_a_Parallel_Circuit_Encoding_Alcoho_5c13a0f9c896d6942272dd22f1fb5193a32ef037.pdf
8b4d1495cb1e82f6eada71c06a0c8edacdad10f4,downloaded_papers\Neuropeptidemediated_synaptic_plasticity_regulates_8b4d1495cb1e82f6eada71c06a0c8edacdad10f4.pdf,Neuropeptide-mediated synaptic plasticity regulates context-dependent mating behaviors in Drosophila,downloaded_existing,Neuropeptidemediated_synaptic_plasticity_regulates_8b4d1495cb1e82f6eada71c06a0c8edacdad10f4.pdf,downloaded_papers\Neuropeptidemediated_synaptic_plasticity_regulates_8b4d1495cb1e82f6eada71c06a0c8edacdad10f4.pdf
92cae79c05bd2e4b326272f4793b9243db4079d1,downloaded_papers\Serotonin_selectively_modulates_visual_responses_o_92cae79c05bd2e4b326272f4793b9243db4079d1.pdf,Serotonin selectively modulates visual responses of object motion detectors in Drosophila,downloaded_existing,Serotonin_selectively_modulates_visual_responses_o_92cae79c05bd2e4b326272f4793b9243db4079d1.pdf,downloaded_papers\Serotonin_selectively_modulates_visual_responses_o_92cae79c05bd2e4b326272f4793b9243db4079d1.pdf
de119b01e9721f0d549f0234611da51d8ec83db0,C:\Users\44745\Zotero\storage\NBX7QEEM\Rayshubskiy et al. - 2025 - Neural circuit mechanisms for steering control in walking Drosophila.pdf,Neural circuit mechanisms for steering control in walking Drosophila.,local,Rayshubskiy et al. - 2025 - Neural circuit mechanisms for steering control in walking Drosophila.pdf,downloaded_papers\Rayshubskiy et al. - 2025 - Neural circuit mechanisms for steering control in walking Drosophila.pdf
